/usr/bin/find: 'tests': No such file or directory
Function "_exit" not defined.
find: '/scratch/network/kbelilty': Permission denied
find: '/scratch/network/vidyas': Permission denied
find: '/scratch/network/kc1802': Permission denied
find: '/scratch/network/fd2329': Permission denied
find: '/scratch/network/kd9132': Permission denied
find: '/scratch/network/dgabai': Permission denied
find: '/scratch/network/kd5846': Permission denied
find: '/scratch/network/tw5214': Permission denied
find: '/scratch/network/ke9722': Permission denied
find: '/scratch/network/kehanc': Permission denied
find: '/scratch/network/rv6721': Permission denied
find: '/scratch/network/tp2605': Permission denied
find: '/scratch/network/kendrab': Permission denied
find: '/scratch/network/lt7526': Permission denied
find: '/scratch/network/jl2714': Permission denied
find: '/scratch/network/ng8249': Permission denied
find: '/scratch/network/ab4671': Permission denied
find: '/scratch/network/ag5422': Permission denied
find: '/scratch/network/kg5304': Permission denied
find: '/scratch/network/kg5743': Permission denied
find: '/scratch/network/kg6': Permission denied
find: '/scratch/network/kg6342': Permission denied
find: '/scratch/network/jy4657': Permission denied
find: '/scratch/network/pt3594': Permission denied
find: '/scratch/network/bc8960': Permission denied
find: '/scratch/network/jy8587': Permission denied
find: '/scratch/network/kh3372': Permission denied
find: '/scratch/network/cathcart': Permission denied
find: '/scratch/network/sc9787': Permission denied
find: '/scratch/network/khc': Permission denied
find: '/scratch/network/ej7856': Permission denied
find: '/scratch/network/ng6059': Permission denied
find: '/scratch/network/kicinski': Permission denied
find: '/scratch/network/kippb': Permission denied
find: '/scratch/network/sn9879': Permission denied
find: '/scratch/network/kitw': Permission denied
find: '/scratch/network/kjchase': Permission denied
find: '/scratch/network/kk1070': Permission denied
find: '/scratch/network/kk1261': Permission denied
find: '/scratch/network/kk1866': Permission denied
find: '/scratch/network/kk5254': Permission denied
find: '/scratch/network/kk8863': Permission denied
find: '/scratch/network/kk9482': Permission denied
find: '/scratch/network/el6492': Permission denied
find: '/scratch/network/kklemmer': Permission denied
find: '/scratch/network/kl0020': Permission denied
find: '/scratch/network/kl0750': Permission denied
find: '/scratch/network/kl5494': Permission denied
find: '/scratch/network/bs5693': Permission denied
find: '/scratch/network/kl5675': Permission denied
find: '/scratch/network/aw1545': Permission denied
find: '/scratch/network/klezhnin': Permission denied
find: '/scratch/network/klibaite': Permission denied
find: '/scratch/network/km4382': Permission denied
find: '/scratch/network/kmorillo': Permission denied
find: '/scratch/network/kn9298': Permission denied
find: '/scratch/network/cz1270': Permission denied
find: '/scratch/network/jj8144': Permission denied
find: '/scratch/network/knorman': Permission denied
find: '/scratch/network/ah6177': Permission denied
find: '/scratch/network/hh7580': Permission denied
find: '/scratch/network/kp0729': Permission denied
find: '/scratch/network/is7710': Permission denied
find: '/scratch/network/kp6': Permission denied
find: '/scratch/network/kpw3': Permission denied
find: '/scratch/network/qq9838': Permission denied
find: '/scratch/network/kr2': Permission denied
find: '/scratch/network/kr5379': Permission denied
find: '/scratch/network/kramsay': Permission denied
find: '/scratch/network/fs4423': Permission denied
find: '/scratch/network/sz1369': Permission denied
find: '/scratch/network/jz3228': Permission denied
find: '/scratch/network/mt3204': Permission denied
find: '/scratch/network/ks4970': Permission denied
find: '/scratch/network/ksabsay': Permission denied
find: '/scratch/network/ks7306': Permission denied
find: '/scratch/network/ad1105': Permission denied
find: '/scratch/network/jd6311': Permission denied
find: '/scratch/network/np9502': Permission denied
find: '/scratch/network/kt11': Permission denied
find: '/scratch/network/kumarm': Permission denied
find: '/scratch/network/ek9321': Permission denied
find: '/scratch/network/kunalmis': Permission denied
find: '/scratch/network/kv7379': Permission denied
find: '/scratch/network/aj7878': Permission denied
find: '/scratch/network/kw1166': Permission denied
find: '/scratch/network/fc4978': Permission denied
find: '/scratch/network/kw2960': Permission denied
find: '/scratch/network/kw2470': Permission denied
find: '/scratch/network/kx2561': Permission denied
find: '/scratch/network/xl9369': Permission denied
find: '/scratch/network/kz5126': Permission denied
find: '/scratch/network/labecker': Permission denied
find: '/scratch/network/lalthoff': Permission denied
find: '/scratch/network/bb1806': Permission denied
find: '/scratch/network/lauraab': Permission denied
find: '/scratch/network/laurel': Permission denied
find: '/scratch/network/laurer': Permission denied
find: '/scratch/network/lb3041': Permission denied
find: '/scratch/network/lb9239': Permission denied
find: '/scratch/network/hc9396': Permission denied
find: '/scratch/network/hw2872': Permission denied
find: '/scratch/network/lbeden': Permission denied
find: '/scratch/network/lbougher': Permission denied
find: '/scratch/network/lc0110': Permission denied
find: '/scratch/network/zz5708': Permission denied
find: '/scratch/network/pr1471': Permission denied
find: '/scratch/network/lc7423': Permission denied
find: '/scratch/network/lclingan': Permission denied
find: '/scratch/network/ak1859': Permission denied
find: '/scratch/network/ld1440': Permission denied
find: '/scratch/network/ld5453': Permission denied
find: '/scratch/network/ld3276': Permission denied
find: '/scratch/network/ld9405': Permission denied
find: '/scratch/network/ldeike': Permission denied
find: '/scratch/network/ez6698': Permission denied
find: '/scratch/network/ldreier': Permission denied
find: '/scratch/network/leixu': Permission denied
find: '/scratch/network/nc4882': Permission denied
find: '/scratch/network/lemengl': Permission denied
find: '/scratch/network/nd4090': Permission denied
find: '/scratch/network/pf4572': Permission denied
find: '/scratch/network/js6442': Permission denied
find: '/scratch/network/lb3658': Permission denied
find: '/scratch/network/lf0059': Permission denied
find: '/scratch/network/lf6200': Permission denied
find: '/scratch/network/lfochoa': Permission denied
find: '/scratch/network/lfrye': Permission denied
find: '/scratch/network/qw3601': Permission denied
find: '/scratch/network/lg1273': Permission denied
find: '/scratch/network/ly7998': Permission denied
find: '/scratch/network/rm9688': Permission denied
find: '/scratch/network/lglant': Permission denied
find: '/scratch/network/lh0534': Permission denied
find: '/scratch/network/lh2046': Permission denied
find: '/scratch/network/lhedin': Permission denied
find: '/scratch/network/mp8772': Permission denied
find: '/scratch/network/li7497': Permission denied
find: '/scratch/network/jiatongy': Permission denied
find: '/scratch/network/liath': Permission denied
find: '/scratch/network/lidiat': Permission denied
find: '/scratch/network/licensed': Permission denied
find: '/scratch/network/bk0702': Permission denied
find: '/scratch/network/fb7577': Permission denied
find: '/scratch/network/liuy': Permission denied
find: '/scratch/network/lk8659': Permission denied
find: '/scratch/network/liuyangd': Permission denied
find: '/scratch/network/lkeeble': Permission denied
find: '/scratch/network/lkelvin': Permission denied
find: '/scratch/network/lkoven': Permission denied
find: '/scratch/network/ll7551': Permission denied
find: '/scratch/network/ll9426': Permission denied
find: '/scratch/network/llemaire': Permission denied
find: '/scratch/network/ew0045': Permission denied
find: '/scratch/network/lm5483': Permission denied
find: '/scratch/network/lmait': Permission denied
find: '/scratch/network/ds3589': Permission denied
find: '/scratch/network/ln6768': Permission denied
find: '/scratch/network/lnneji': Permission denied
find: '/scratch/network/qw4609': Permission denied
find: '/scratch/network/ey3875': Permission denied
find: '/scratch/network/rb5709': Permission denied
find: '/scratch/network/nm9072': Permission denied
find: '/scratch/network/uh2753': Permission denied
find: '/scratch/network/lparsons': Permission denied
find: '/scratch/network/sg7482': Permission denied
find: '/scratch/network/mk3254': Permission denied
find: '/scratch/network/dp0332': Permission denied
find: '/scratch/network/oh2588': Permission denied
find: '/scratch/network/sb6338': Permission denied
find: '/scratch/network/ll5332': Permission denied
find: '/scratch/network/ls0169': Permission denied
find: '/scratch/network/fl4994': Permission denied
find: '/scratch/network/ls1546': Permission denied
find: '/scratch/network/ls2984': Permission denied
find: '/scratch/network/sc4997': Permission denied
find: '/scratch/network/tc9356': Permission denied
find: '/scratch/network/sc8918': Permission denied
find: '/scratch/network/lt2456': Permission denied
find: '/scratch/network/lt3598': Permission denied
find: '/scratch/network/lt5139': Permission denied
find: '/scratch/network/sm0171': Permission denied
find: '/scratch/network/ltliu': Permission denied
find: '/scratch/network/af4167': Permission denied
find: '/scratch/network/ltsoi': Permission denied
find: '/scratch/network/rs0528': Permission denied
find: '/scratch/network/hc4233': Permission denied
find: '/scratch/network/yl2659': Permission denied
find: '/scratch/network/lw4885': Permission denied
find: '/scratch/network/junjiez': Permission denied
find: '/scratch/network/lweis': Permission denied
find: '/scratch/network/lx4947': Permission denied
find: '/scratch/network/ly4431': Permission denied
find: '/scratch/network/rl6004': Permission denied
find: '/scratch/network/lyap': Permission denied
find: '/scratch/network/lyariv': Permission denied
find: '/scratch/network/lyon': Permission denied
find: '/scratch/network/lz1619': Permission denied
find: '/scratch/network/lz8990': Permission denied
find: '/scratch/network/ma0810': Permission denied
find: '/scratch/network/ma1081': Permission denied
find: '/scratch/network/ma2187': Permission denied
find: '/scratch/network/ma2236': Permission denied
find: '/scratch/network/ma3482': Permission denied
find: '/scratch/network/ma3778': Permission denied
find: '/scratch/network/MAE463': Permission denied
find: '/scratch/network/maek': Permission denied
find: '/scratch/network/ea7214': Permission denied
find: '/scratch/network/magistro': Permission denied
find: '/scratch/network/magordin': Permission denied
find: '/scratch/network/manasib': Permission denied
find: '/scratch/network/manaurer': Permission denied
find: '/scratch/network/manicone': Permission denied
find: '/scratch/network/manusm': Permission denied
